ID,Is_Lead
2W8DLKFU,0.08917515064338179
AKGRML6H,0.13556760111358618
B7WUUGCY,0.08405906788158476
TLJOYATM,0.3942883182043248
UH6ZDM3W,0.7331017907292217
7IP5SSRR,0.673898444733739
PV85PMEB,0.46101201846148726
FGDOY4NI,0.17118695300231374
7YYIXJQE,0.10253272374767976
BHW42XPW,0.08739226354219648
3PKEEAT4,0.30419006601619003
ACFPZ3LM,0.08917515064338179
6GORGNYN,0.7202338669085934
AEPQTMJK,0.2397368661973165
S6FNZFKK,0.08917515064338179
JTYNEKRQ,0.5957834789763183
GPXDPHHC,0.09495248677622314
O8TMKNNB,0.08739226354219648
XSQVHKYG,0.08917515064338179
MJ3CZRAE,0.06463443931506192
3NSQEYBJ,0.35561410828307044
SXVBASGH,0.08917503853176463
5ZIGZYSS,0.08749829018688049
FQSHBCUT,0.3034013979237269
MU45XUBP,0.088886660716276
BVULDPBI,0.09765360257248057
82GRNPFG,0.7199790744634916
KKBNELBF,0.08711257758142384
HXQGBDGY,0.08895974193093957
28HDZICG,0.500942335943795
GHBPKPJC,0.0893206710869611
FDWZFSSC,0.7199790744634916
FWTIWZF3,0.08917515064338179
JYMHVPMY,0.07725244427648535
AHUDO2T6,0.7199790744634916
ACDHABS3,0.25685404300756504
5NTYJJDV,0.10022041972432559
2M4VPY4V,0.11369524711799892
KAHP9XLF,0.09988820414058444
YRLEWZFQ,0.1373460926503411
JZWVLXHJ,0.18167337624831703
JZZSXUKT,0.28735349370533536
93RURE2J,0.7199790744634916
4RNB6FDV,0.2245437940373854
27E7HMMG,0.11400612495084017
2QEFQQWN,0.08917515064338179
DDTCD2XI,0.11356280455070034
VGVEYSEG,0.7174025856368657
WCXVE7RK,0.08783837723120125
RTN4R3UE,0.08541228805396665
K2PVS4RB,0.08917515064338179
Q36J686Z,0.12929435216250776
NWKHMEOF,0.15800593112493627
PVJYQQGT,0.2923683847359689
GPUMRNWC,0.0893206710869611
LXHCDSVH,0.17902434630260722
BNIUPSVK,0.11254276889118789
FW3QI3WW,0.10674572875321613
IEEUGXMY,0.7433175039670611
FVVXDLBO,0.08917515064338179
UC2JJB6Y,0.10418156109353059
3WPAHP52,0.4572168990876201
HDTCJJOE,0.4602063687805178
UCSB9GKK,0.10304006516817243
HANBFYTH,0.13556760111358618
FLUU2HNV,0.0893206710869611
64PIYWDJ,0.21778371879078104
9AHNH8ZX,0.7509576209134938
KLHUI2SE,0.09350922304567133
YRHYUJFW,0.7199790744634916
G5RWWH7F,0.1734030541816885
SCBT9BAX,0.062160323354692466
UGZGLVNB,0.27559121144241094
2RRNUFBV,0.7202338669085934
B6O59TEY,0.41098987638789325
CYHRRYH6,0.088886660716276
GGYZVHWU,0.10418156109353059
K6AM97RN,0.10499252801594841
ATM5JQYM,0.09809744945677276
7GYZSGWA,0.08922055668729702
DFWUDQCR,0.17439695173607805
E2Z98CR3,0.7199790744634916
GD9KTSLY,0.08922055668729702
2AMRA4OD,0.12982456443954202
CFHZ3ZE6,0.4066176790148071
BOMLVM5K,0.08834860548415546
OBBEGBSY,0.4002066177568999
FJEHOK8W,0.07755792124122896
3GMAEVPJ,0.1351247638329061
WAVDLUTH,0.08917515064338179
6EN8GZX6,0.12380908218708397
VXGA3GKB,0.19922223412267903
U4MZ3U8C,0.4448176735340717
GU4RDP8S,0.7199790744634916
N3TPNHCD,0.12647878101442495
JRRHWQC8,0.5563920120590128
NZ5GBHZK,0.08730047376979289
LCUC2LAJ,0.7216591810157355
DJDSU9D2,0.7903666027654994
647K6DBR,0.08888613343796192
7NFXVESK,0.10384371667571687
EWUWF25N,0.08917515064338179
7QKYPLA8,0.08919587668066245
XQVXWBNO,0.08917515064338179
CNWH4MVA,0.08922055668729702
AFJUJFQD,0.10418156109353059
QKMFDX9H,0.20141018032191066
YYMB5QBY,0.10690497710766216
IRY3SEX7,0.24980011824181525
CUAUZJH8,0.18094404016158003
JYFUYQF5,0.2975567380474164
I4NYEDFE,0.4626068686383693
M3RSPRGQ,0.15428940692952184
JIL3KWQN,0.13536875710700227
X4B5ZBWU,0.14564604174326118
AHYTHHSE,0.08917515064338179
E7EHQEQK,0.34048404657184106
FAMHAVN3,0.7199790744634916
CCGKCTR6,0.09704089248784836
6DTSELRV,0.088886660716276
LU8X3G6O,0.23973033752082337
NPFDAUJY,0.08922055668729702
DR9PXCFU,0.06536113020683891
SHVZMWBV,0.10253272374767976
8TGXGZHX,0.23396756801052526
IKRSHJFW,0.19186885890633704
TYKRZDCP,0.4572168990876201
9IDA3L7P,0.12652464049709272
ASOWCMDB,0.08922055668729702
KZ5J2JGC,0.7199790744634916
D5UCFKTV,0.0893206710869611
2N8FFP7W,0.08704684685424269
SA36MTFS,0.07237256228665939
8UDMURUH,0.13609786368207633
7VSQV6QN,0.17042052069002414
IFUG9NC5,0.0893206710869611
EQXDLQRG,0.2104790090906724
JAR8YY9J,0.11774192813449672
BS4TAF6M,0.08917515064338179
WQJ9SPT9,0.7194967501172918
7QHT4ON2,0.08840821878648522
FNGPQN7B,0.13759336984559653
DDOMDZRU,0.5344266349329706
QYR9HXHP,0.21778371879078104
S4NGXFXY,0.062160323354692466
NOJ2KSCC,0.7202338669085934
ZD2JRUNB,0.4128647905078766
GZIPTSNN,0.09312125342234157
LCFYUVE9,0.7199790744634916
PPANVU9W,0.08922055668729702
DRPV9STB,0.10418156109353059
AFSPF3WZ,0.8453507640733804
GPXEUNND,0.7438062806853
NSADMDSM,0.08816918228065851
CKWJU8RQ,0.46875947056282713
F7MNZSSU,0.08917503853176463
BDGVMPZY,0.500942335943795
IA3MSRTR,0.11356280455070034
JD3WTPMG,0.2811555465838205
QT6DF6EW,0.7216591810157355
NVDEMCZ2,0.08937300320776094
9B6UTJVT,0.10497675706804067
U6QYES9J,0.062160323354692466
DZQPDSPS,0.15017016742680891
CRGXVSBF,0.7244860652882631
XIHJYS2V,0.529399249816866
7X2MC5GZ,0.7216591810157355
ZBDVXTM5,0.08922055668729702
UUBQPBR5,0.09798011648805854
CUMZFBTD,0.11771202283023441
E7QXYSQN,0.06463443931506192
6UQAJP48,0.11326670152257506
QHWB768Y,0.08917515064338179
R6RXMXOJ,0.19226028623618063
WXQGZG5K,0.07763101924308312
GCUFKLHG,0.08917515064338179
SJX4372M,0.0893206710869611
VGEAMUZZ,0.11839086780108779
ZWDXVKDF,0.7199790744634916
WGMRCYLR,0.08922055668729702
SI43K5CY,0.1279293362155437
DSNBS2RS,0.17059767010984395
XIMZCKSR,0.3434175139338517
VEW9FXHT,0.06222178188834773
JZJHDDDJ,0.36979738174497173
4TYUR5HA,0.40866432376939865
UHCDFDRX,0.22142205117823738
E5QMOFUM,0.130907795539626
PSNVWDZH,0.09220563404977439
5IQSWONG,0.09109053171478347
CEAZEPY4,0.8453507640733804
2TNRJXRX,0.06536113020683891
BFROCARA,0.08922055668729702
GRTJMRKM,0.06222178188834773
6EDAM4EU,0.11356280455070034
NRDB58KL,0.08922055668729702
TCPJCWZR,0.07757241858681509
KG8LD2BE,0.07830042730634516
FHZ3XFDV,0.1344322543891441
NZKCSDZ4,0.206906167894071
6DG6KJG4,0.08922055668729702
BVPKDUNU,0.2421742815131555
APR4PQ6X,0.08392171112797807
HPWS8YFG,0.13596302633762544
VRPBGTPU,0.08940668790787457
XBCSX7G7,0.08392171112797807
KEH3G8UA,0.17246663734065162
WXNAVFLT,0.08922055668729702
8J8NJ7M6,0.13102505429659392
D4UW7Y85,0.08917515064338179
SZRESXN7,0.08886562733361084
UUQSXK5T,0.0893206710869611
GPMUKOVY,0.3445103153787073
6FYOKAZ5,0.13666418772400288
ENUB4N9S,0.22166286776103356
KERBCSGE,0.8453507640733804
7HTA4C6J,0.7199790744634916
4BTVMT6W,0.0893206710869611
MR3J9USD,0.2599771331006774
7S83FNQW,0.5795557011934627
MSOKLC7S,0.06536113020683891
GFMNATHU,0.08704684685424269
NG4ABA6H,0.8421458107863952
3GFHRAQY,0.2549599790126469
BCSGZZPE,0.1582911121219589
PQ9MCGZC,0.11356280455070034
K7N596CG,0.09033437176251928
8RUL6JEE,0.10195118789644868
CVOFJRMP,0.09495248677622314
B4FQX4HG,0.09043228691489805
W7HAQKDV,0.09483651585434484
8C5PKJ7G,0.08816918228065851
E4GQJZSQ,0.07728288383487543
UENREGNV,0.7199790744634916
CC4LYHEW,0.7199790744634916
GDKGLTBT,0.10038383465405645
G3ER8CGX,0.08917515064338179
ZG4KT59X,0.06586638977587866
LW93KJMZ,0.4348165210886213
9AR5FBSQ,0.404730986029651
FHLWDMRV,0.12980897360260074
EON5DCWD,0.8446775216163733
J8UXTMYV,0.2355877572065087
IXBW5HZH,0.08917515064338179
LDHQB458,0.08739226354219648
GNHTIKF3,0.087497285074048
8NO22KTE,0.06536113020683891
SGJFSSJK,0.20197779955092515
TD8D3NDD,0.08886562733361084
8RQ27JGU,0.7199790744634916
A8GKBMBO,0.7168838875412429
ODVMNUDE,0.4602063687805178
EA5CRL7L,0.08922055668729702
6UI7RPCH,0.28423163136668844
7BJYM94L,0.08922055668729702
X3PZJF7F,0.4182257244540846
YCSSMPV7,0.4382308860667913
4EV9VXL8,0.41923771965845835
IPNJFQTY,0.1953357674715051
XPWNJRJC,0.07830042730634516
3WHNSBRB,0.20141018032191066
U245YKM8,0.08917503853176463
68EFFKBB,0.7199790744634916
NEUII7AB,0.8446775216163733
F7CSLYWT,0.08917515064338179
5EOMOZHG,0.15320829164424934
6CYUTUFN,0.33830573354176946
K7YUC8LF,0.2395341137386289
LSMCXMXA,0.087497285074048
AALPBPBP,0.08840821878648522
ZPX6VOH2,0.10418156109353059
CDBFWQGM,0.13656994361006525
JUQ76NJV,0.720060147519307
QHE7UULR,0.0893206710869611
JRMNMZJA,0.08922055668729702
GZ4EZZFX,0.16018739218535033
9L9JFIAR,0.5305707987387712
GTOE4RN4,0.18866474829516325
CUYE7ST4,0.30418470842402756
FFM6DHEA,0.7199790744634916
5XUK7XLZ,0.44266897375893494
4HTGJEEZ,0.08917503853176463
RWYBAMRG,0.1537419740746982
RQZGBGGN,0.7199790744634916
ITVSUTU9,0.24135330849058242
6UMDX7NQ,0.40908124218761177
4IVKAFYY,0.4573161560017671
ZKYOSQEU,0.4795232567596949
9JYXIDL4,0.8448806689684392
XNURWQBT,0.08917503853176463
HVNIJFQC,0.087497285074048
CGGVBJKZ,0.8446775216163733
JO9DV3NY,0.744976026860943
EYENUQR9,0.3434175139338517
FPU4ZI8H,0.09092044291194418
2MALVTY4,0.11369524711799892
QN4REV7D,0.08917515064338179
27F5ZEQA,0.10221771626943583
MKJUE4K2,0.10730349940802873
4ECWF4DN,0.08917515064338179
KWBJAQMY,0.08749829018688049
3YAW8OEY,0.13051635371736423
ZHHFH7H9,0.7452123682830849
BO2822VM,0.14030007430754354
NQZUPVUA,0.08541228805396665
MUT2PZ7T,0.360537415005174
2MFKPCPS,0.7199790744634916
4RLVOVMJ,0.5340355437331614
JISGN7XF,0.08847120580618428
NNOFHDAC,0.08922055668729702
ODE23CPW,0.06536113020683891
ZNTYNFME,0.25176410110356295
NQM48VKU,0.12962207385474075
DGVBCYY7,0.08294713693701204
9F38NUKC,0.18212467811028699
3Z7KCIZS,0.07717668211140512
ERAX3STD,0.0891328808224835
N9TCDYYG,0.08742865049943326
R4UMWUZK,0.10730349940802873
CPERTJBJ,0.12982456443954202
4XK5BMA9,0.07789855314213767
2PKDM5B2,0.08553849365313412
SW5GTHZN,0.3705901174592213
ATJAEQCJ,0.12571717222814638
NHNXBSFY,0.17388817688906533
NRGYTYZJ,0.07655729244315893
UZNABWAT,0.08917515064338179
CVP3VZN5,0.09757128812261984
JEAYZXKC,0.08917503853176463
87LFEVTZ,0.30418470842402756
N7ZEJ2CQ,0.08917515064338179
AQT3ADAP,0.08937897114422313
WC8ROKF8,0.08917515064338179
D9HWEXEV,0.10826316458347612
MMHWGZCN,0.08917515064338179
YKCAQFHU,0.24301580822628058
NDPFBA9X,0.3826947509397927
3T6C7AEA,0.21898727990256084
GZWB38J9,0.0891838488837702
OFTXYNYQ,0.08909123424423468
QYZQIXBJ,0.41651474059848204
N7PJT5HO,0.08816918228065851
JP2PNX9X,0.20325094173174507
N3FUZDIH,0.0893206710869611
UXKAVBLS,0.062160323354692466
G24JWDKS,0.08704684685424269
HQOKKQVX,0.2155261569817858
HTXFVZZG,0.08938247079412959
3TJKVA4J,0.087497285074048
CRGS7FPX,0.077121620823466
BTRJTMR3,0.13099108428250217
ERLPQML7,0.06384650308777982
9FDFXYAW,0.42469916213420117
MEEKFDZZ,0.0893206710869611
ZGY8ETLW,0.21759145656160644
AXVUJHT9,0.07789855314213767
35ILRW7D,0.42785892266157366
DR2U5JQX,0.09337033109719743
WHZ7CEY6,0.25147074118961266
UCPMS2KF,0.08917515064338179
HB6MJHDN,0.2597288842915737
7NWFPJ2X,0.13493755129905705
4QXD6K4K,0.20437364163474095
D6H3RTAZ,0.1347384902830834
L67WSXUY,0.11851422959028013
IXHVY78L,0.10135065366828064
H6KE88O6,0.32083053457697364
EAPKN7G8,0.8453507640733804
GQXJSFJE,0.17540564567388478
BVHSRABV,0.08881705646379
DUY76GFX,0.15965141010997969
O7H9KPSD,0.35221250457684594
6EDBA5AN,0.10730349940802873
V24CAXFM,0.10384371667571687
SERPSAWP,0.06536113020683891
H47QYY5K,0.096685579028718
5TYQNFPE,0.3368770844038157
HGDB7KMR,0.4540045490618263
DWH8Q2S3,0.21759145656160644
USNBQZAK,0.08917515064338179
I89VR4AB,0.10708622463550042
ATZVVXWJ,0.4555082517994656
HOKP6ZTS,0.09467018597349747
ZDKT2SSW,0.08900520909367167
DK5HJYQE,0.077121620823466
ABKW7FGW,0.11369524711799892
BCSW3W7T,0.08922055668729702
6T4VNEWD,0.5544958823242708
XBALBNYB,0.3043989251587552
NWMJR3W5,0.08922055668729702
Q5BJ4ULE,0.0893206710869611
DOFSPEWD,0.7196173686215862
ANX8FUBJ,0.08922055668729702
KPR67SVO,0.06586638977587866
44EV7IJE,0.08922055668729702
VZEK4IOK,0.4369651603128522
CZMKWRQN,0.08917515064338179
VGQUQLXT,0.17326532783468884
MS6GASNJ,0.07237256228665939
4ENG9TKV,0.7202338669085934
UHRRWLGR,0.08906898787091402
APFSHZYP,0.08917515064338179
M7MURWXC,0.4128647905078766
3EOATQBT,0.08821370736337836
MDZG7EZX,0.08917515064338179
QZ6LSSTB,0.09839057733749618
Y7EEZYYS,0.7456900740018395
RYKLU6HL,0.08917503853176463
CWQ8OAQ8,0.08748874551350018
WSFUNE28,0.7199790744634916
9PFQKPRB,0.0893206710869611
MCLXWKBC,0.08922055668729702
NWDXDZEN,0.2952105826900971
EBLDBRDR,0.17567792271984278
CJRW5JYT,0.24333763204135261
CMMKRNUZ,0.18261030278810914
EATPTPY3,0.08917503853176463
J5AGUF6Q,0.10418156109353059
8WYO2BBG,0.30975164872721994
9EPXIMZB,0.08922055668729702
UZERUG9W,0.11269145096992068
QEQ79QUC,0.10418156109353059
ZNHVE7QZ,0.14137896487275503
PU3J43GY,0.7199790744634916
HWDBXAUK,0.08917515064338179
W74BHIAD,0.10418156109353059
MGLDAPOA,0.08917515064338179
BYFCPDX5,0.1278326897311701
S2QDUDEJ,0.8446443352658621
HBYRWBWL,0.062160323354692466
8CIAWHWZ,0.7199790744634916
ZFYFFXT5,0.13228418036438502
UGIADHRB,0.1521439969995643
JDDGRBSU,0.21795526597065562
NBS2LTYW,0.3044113804466983
DBKM3FRW,0.14539268640228045
GLBHRXKB,0.08730047376979289
9WDPTNCN,0.062160323354692466
NVVVFQ9U,0.7195420829390686
6AT635HW,0.1276575626035224
HPHDI6NN,0.08922055668729702
CPNAGJ95,0.08922055668729702
FY6AFNCK,0.8452567107961089
KWQAVZOE,0.7509576209134938
HGBDE3LM,0.4085035106001327
SYKEB6EV,0.08779342613095552
9BROJWWS,0.3898744746506011
CG8DGVAV,0.2194416787521305
H7MT8CNK,0.10384371667571687
GJVVWNKN,0.7199790744634916
FXWTMJDG,0.11555302669132309
OSNGFACM,0.10153847588428938
PBFT55CF,0.8448671028225161
4P8GFHSL,0.07717668211140512
9ZZ4F4XF,0.40866432376939865
CN4YERMU,0.7202338669085934
8TUDLTWK,0.17837744091125224
USFZPY7Z,0.062160323354692466
VBJXREA8,0.07763101924308312
9LBNXHQ2,0.20211897506110305
PY6HCDWF,0.08917515064338179
9VJMJR6X,0.10418156109353059
4GAEJIQO,0.08662036060277252
F34SD6YQ,0.10497675706804067
HZ3BZVH6,0.17276901213419887
9WVBAWEY,0.20211897506110305
BPNYRSEH,0.08834860548415546
7OGHEHO3,0.20320146036696274
LRJZMHFT,0.0893206710869611
PCHQW72T,0.4085035106001327
BFJQGRFT,0.3716167109037147
UVJ6UYBF,0.12755000750223075
LRVO7MCH,0.2174420006864673
EAOF4EYO,0.6974054205516782
5HPCBEQQ,0.7509576209134938
8FJBKABE,0.08834860548415546
27J5UDAU,0.08492137871733511
4MAT9RSM,0.7509576209134938
SBDGZSY9,0.7195420829390686
HPYN9M2Z,0.08938247079412959
G7D2BESM,0.7174025856368657
TWN7YQPN,0.08922055668729702
BJRGMNFZ,0.1666582273506077
9HFPJV3S,0.10203621202288564
6WKJAUAG,0.08922055668729702
BZUANVCU,0.20650354885881753
NYWLDSFZ,0.7509576209134938
LTW8JGAZ,0.08917515064338179
IMDQJUTW,0.09839057733749618
AVHZRCH8,0.21784331175480115
LTSDWAVT,0.08922055668729702
9WVKLADB,0.4299725863609909
GXDSQJS2,0.07717668211140512
4IHXKUNA,0.3424965803562169
BTYDUQPC,0.08917515064338179
BKCNFM72,0.13102505429659392
UMVSSZ9N,0.10418156109353059
N2STVKOI,0.08917515064338179
ZZJQB3EY,0.4256937012318549
FZJK9GH7,0.10730349940802873
NTIWWNVB,0.08922055668729702
NBCRWUBE,0.20316521978711102
UBPYOBYG,0.10730349940802873
K8RKMGVW,0.5381876193996464
HFTH3NC2,0.07763101924308312
759LCPDE,0.17964544952339567
DYKME2AY,0.7196173686215862
VZHURNZD,0.062160323354692466
EAJJBYHU,0.3153824268805418
T97TKZNT,0.4555082517994656
IXOEQ2YD,0.8430232011113444
BWKXTBCF,0.09123483116039513
DNKPRVB3,0.24980011824181525
JQCF2PXG,0.08922055668729702
GIABLCP4,0.08922055668729702
FDIC7S35,0.49866289258525265
5RTNFJEV,0.06536113020683891
OBZ4CU77,0.08937300320776094
XMVX6WEB,0.1619612786620881
MHARJGPA,0.08922055668729702
2QI5GPDU,0.4602063687805178
AE2NBAJ3,0.06222178188834773
MDLANJZG,0.062160323354692466
7TAP99MA,0.20559180473641886
A6AMKR2Z,0.2174420006864673
DX69CFXV,0.10147038094827812
HKCKEKV4,0.24759102817351608
CBNWXPJJ,0.3106743994105007
Z3SJXFCA,0.11839086780108779
RHTCABWR,0.7509576209134938
ILGMVREG,0.30290774603296877
BZK32SSP,0.08917515064338179
25RR4UGE,0.08917515064338179
9ZQFVNWY,0.13294965757129223
FFSTFCAA,0.11369524711799892
MBEDAX9Z,0.10730349940802873
IYERPTUY,0.13037758326259175
SBNMNBJE,0.062160323354692466
CPWDDHBP,0.3659110282868967
EN5EXSVB,0.07831775009176097
EFT7687S,0.09426873232255698
DUPIVFIW,0.08917515064338179
HTVBHNFH,0.08922055668729702
GFTV6AXH,0.08917515064338179
NTNK2ZYN,0.08816918228065851
NZ2MDLPM,0.20141018032191066
UU4ECFQ5,0.7194931177214356
FFWGNGVJ,0.087497285074048
JDQIBLRI,0.08922055668729702
ZAWUVVWA,0.08922055668729702
FC24V4XD,0.20801650784647494
EKTZZYA2,0.10730349940802873
RVRMHDD8,0.08922055668729702
3RASGR5Y,0.21998307676677226
QRBESHHG,0.08917515064338179
MXYLFHSV,0.10399670420273052
TY85POPR,0.12690302420814256
BHXO9INE,0.08922055668729702
S2RKLYZH,0.415952669097407
98GUQS9R,0.4190600702962477
6VD8FK4Y,0.08917503853176463
FMUHBZHQ,0.08917515064338179
IHQY3US8,0.7186514680981027
VDSNW6DR,0.10022041972432559
JF8E8TCY,0.1632217605215327
EKVBDN5B,0.1613623811766807
LJOYHFHT,0.08841192771278412
8WBDXKKG,0.3859441013403075
LNAASJ6O,0.08922055668729702
HGTW39J8,0.10625374612294869
AMYH3YSJ,0.13294965757129223
QZRPEWE6,0.08917515064338179
9RBSJHBJ,0.2952105826900971
EFZ3ADG9,0.08917515064338179
CMQX6K9J,0.19226028623618063
DBVXEJCR,0.08917515064338179
PLYKWBFR,0.08917515064338179
7QNURUDE,0.0920514442718917
M8TD2YPV,0.27267039368820584
JVJZVKUJ,0.7199790744634916
XVUVCSM8,0.46101201846148726
C9CMNJEH,0.20467561269791476
IQLV6HTY,0.11369524711799892
ELG7YZUM,0.08761432589306445
PU9KWVOH,0.4540045490618263
HAYJGRRV,0.08917515064338179
KBKUHSLA,0.12737403428580316
USL6KBDY,0.08711839480145264
ZGLCSKTI,0.0950153163099729
9JQWNRGA,0.13556760111358618
EBVUVT88,0.08917515064338179
9ZU5GNSK,0.20320146036696274
EC7NIRSV,0.08917515064338179
JJ23TDTX,0.10221771626943583
IZWY5RYD,0.11369524711799892
TSYCNH93,0.0893206710869611
QSY6Q77W,0.2079663885737471
TOBSGQ3J,0.21795526597065562
FKGE6YRE,0.41885144725415724
MGAYPPJE,0.0893206710869611
IJRFUH6V,0.1464535610174162
KX9Y3LCV,0.08917515064338179
2ZDDJYHE,0.7199790744634916
NBMLMYQE,0.08922055668729702
E8XWCECR,0.20870451636242593
5FP4HKBU,0.13461541652654635
FUKFFD3F,0.2597288842915737
8BDSMQUY,0.07654267038417696
39T7KUFC,0.10645037798113449
HZSPWI2U,0.4348165210886213
LEJJKOWC,0.08922055668729702
DR5F2HVS,0.720060147519307
BJA5TRWJ,0.3069435275456975
NCVH9WFE,0.11356280455070034
ME3XYUC5,0.7202338669085934
VLCHSDHG,0.09869051573437505
59CV3HQQ,0.1700544168085374
JTAEBBQM,0.08711257758142384
OBHDYLE2,0.21778371879078104
EUEGA65T,0.08922055668729702
MO9XWHWE,0.15637616412134758
K3JSVGHE,0.08917515064338179
JFHAQZQM,0.08873086480316554
22IQJE4I,0.7216591810157355
F57YH86H,0.09247007103401665
BPNYWIPI,0.08834860548415546
FJB78783,0.12903868191666276
DIVE6ZUL,0.10471397795507575
YACVPC9M,0.25212040010830405
A3FM9UVE,0.08917515064338179
9NE6ZC2Q,0.13221608387899772
4NHTDBJN,0.12929435216250776
3FH863BT,0.062160323354692466
3UBBVIGN,0.3129944344324648
NNP9TLV2,0.3615526156514949
SA7VUUTE,0.08704684685424269
ROG7ONJG,0.4128647905078766
ICEBXJHF,0.12982456443954202
HFTYHFAZ,0.10497675706804067
EC5IQBEK,0.08834860548415546
VQPXGNJV,0.07654267038417696
BNE8WOYV,0.7199790744634916
MKEXSYJN,0.08858020393017473
B2MY2KQE,0.14094072959712906
GZVND3WE,0.3497202731582594
JZ8ASRBZ,0.8448671028225161
UMQWVVHH,0.7199790744634916
MDGISGP7,0.08920658443617885
JMVHKVGP,0.07795365771663892
G5GPWASE,0.44075009037111945
A9H3PMBD,0.08917503853176463
DKEMLQCU,0.7199790744634916
VVPNRFRF,0.7452123682830849
AVIBMJNL,0.21795526597065562
3FNEIWTQ,0.08922055668729702
WMQIVFIH,0.11356280455070034
GUSEEXX5,0.2613666334523044
HZBZ7QMH,0.08922055668729702
KMTZWEXS,0.06586638977587866
62AXBXBL,0.1279293362155437
FW6GESXM,0.07747701619106118
A67RATVB,0.08922055668729702
HUWJHKEG,0.08917503853176463
KCHF33KH,0.15509831999242715
CJUKTB4B,0.10826316458347612
FA8NWHGK,0.10418156109353059
6UZE4NSH,0.7194967501172918
4UUZBMXW,0.21778371879078104
QMRXRYDB,0.07654267038417696
M3A5BVAC,0.8429858731031475
II63YKTB,0.10418156109353059
4OYB27TY,0.23872022661153308
IEN9X6H8,0.12868374961220433
U9VVATUM,0.21759145656160644
SFOYCMRR,0.5130752628355169
O7WYJHA5,0.2952105826900971
STEKRYHT,0.06222178188834773
QSX9J6OF,0.2950560735561245
EVT46GYN,0.07763101924308312
IQHUPR8Z,0.11356280455070034
98WUTF8M,0.062160323354692466
5JUSHPUM,0.08917515064338179
9FMK8FZU,0.087497285074048
WPWW4JUN,0.4795232567596949
8QUXAAHS,0.1311211282641951
EU8RGIP7,0.09483651585434484
BFT7ZJQO,0.08922055668729702
4EQAO8W3,0.7452123682830849
F3RWQSVQ,0.20325094173174507
FUA3S84W,0.08909123424423468
G9WITTNH,0.08847120580618428
TE4CM6N8,0.8448806689684392
L93TY7Q6,0.06536113020683891
MK46HOFS,0.24980011824181525
NSUSAJ7C,0.07726999591962144
ZQXJP6PH,0.1560763502794837
YX6PNVKN,0.0893206710869611
7V7IJDSU,0.2506563827306326
BSDHE7F2,0.30907495516547606
DV5EXZEZ,0.6881835126469642
VDKS85PW,0.3378434795373373
4W48SFHV,0.4182257244540846
ANGVCUXZ,0.08917515064338179
IOST7D8C,0.49805005884212084
HAQAECZX,0.07726999591962144
GAB49KQU,0.7199790744634916
GEBCXWCU,0.10320043465171236
JPT2DAGQ,0.4602063687805178
RXYEGKFP,0.5235462193914857
4R6HCRNW,0.08917515064338179
MWRTSE9B,0.08940668790787457
JAC7FJCA,0.4182257244540846
5DCT43QX,0.06536113020683891
GFZMAKDD,0.08917515064338179
8WVWSZNF,0.08897487327358529
